1541217101683, Voiculescu, Alexandru, male, 1976
1680510251828, Dogaru, Paul, male, 1990
2861105170446, Nicoara, Anca, female, 2009
1831115380230, Gliga, Cosmin, male, 2008
2950819054333, Ionita, Nicoleta, female, 2016
1810218359144, Opris, Alexandru, male, 2001
2721022195827, Stanciu, Natalia, female, 1997
2580928223912, Nicoara, Simina, female, 1980
1820316295127, Hetco, Andrei, male, 2007
1901008381210, Badea, Alexandru, male, 2010
2690916341068, Dogaru, Flavia, female, 1990
1520507382246, Nastase, Robert, male, 1974
2610922393064, Medeleanu, Izabela, female, 1984
1860314304435, Neagu, Cosmin, male, 2012
1660105382325, Dragulescu, Cornel, male, 1992
1860107053526, Neagu, Alexandru, male, 2009
2500713189971, Opris, Izabela, female, 1972
1550908183017, Fulga, Vlad, male, 1974
1890624028834, Baciu, Horia, male, 2013
2580908101903, Sabau, Maria, female, 1976
1620109062173, Badea, Vlad, male, 1983
2780627067796, Voiculescu, Izabela, female, 2000
2850228097800, Pop, Simina, female, 2010
1960310372561, Dragulescu, Ciprian, male, 2015
2820331324263, Fulga, Adriana, female, 2008
1531209027557, Zarnescu, Albert, male, 1972
2581111048517, Herlea, Florina, female, 1976
1510803050938, Voiculescu, Matei, male, 1976
1830612102508, Neagu, Robert, male, 2010
1750313332156, Baciu, Vlad, male, 1998
2650518286068, Medeleanu, Izabela, female, 1990
1630211344507, Fulga, Cosmin, male, 1986
1900122106752, Ionita, Doru, male, 2010
1920412024032, Dragulescu, Doru, male, 2014
1560115219431, Fulga, Cornel, male, 1975
2580515100433, Ene, Nicoleta, female, 1983
1930904254267, Lazar, Cosmin, male, 2011
2650117314784, Sabau, Anca, female, 1983
2870306139101, Grigorescu, Izabela, female, 2014
2910902264766, Hetco, Elena, female, 2010
1901219114685, Dogaru, Horia, male, 2010
1591231220519, Hosu, Andrei, male, 1977
1530411178043, Mureseanu, Andrei, male, 1972
1530506514541, Voiculescu, Matei, male, 1980
2570620036000, Pop, Natalia, female, 1982
1800306153884, Munteanu, Claudiu, male, 2001
1940815030918, Sabau, Paul, male, 2021
1510212254181, Grigorescu, Stefan, male, 1978
2621221365187, Nicoara, Otlia, female, 1989
2590321186632, Hetco, Maria, female, 1986
1550315051138, Ionita, Doru, male, 1981
1550813512180, Danciu, Alexandru, male, 1974
2620808261569, Munteanu, Andreea, female, 1985
2720126283915, Herlea, Elena, female, 1994
1920104324422, Voiculescu, Codrut, male, 2014
2880603319705, Ionita, Natalia, female, 2010
1920913060091, Nastase, David, male, 2017
2680620315025, Ene, Alexandra, female, 1994
1990422097411, Stanciu, Robert, male, 2018
2600414066499, Gruia, Andreea, female, 1980
2960108327694, Neagu, Anca, female, 2021
1531123392715, Badea, Mihai, male, 1974
2700115295345, Munteanu, Adriana, female, 1988
2651124072968, Ionita, Ioana, female, 1984
1930613123427, Danciu, Claudiu, male, 2018
1570504253581, Nicoara, Robert, male, 1984
2580412306775, Sabau, Flavia, female, 1980
1521127257869, Macovei, Stefan, male, 1971
2721113154841, Stanciu, Florina, female, 1990
2500812385515, Medeleanu, Ada, female, 1977
1700528052111, Voiculescu, Alexandru, male, 1994
2920901276540, Lazar, Otlia, female, 2017
1580610355936, Dogaru, Andrei, male, 1977
1860101125814, Manole, Codrut, male, 2005
2800116025731, Manole, Zenobia, female, 2005
1830522351331, Pacuraru, David, male, 2001
1850518357913, Toderas, Albert, male, 2011
2880402263878, Lazar, Otlia, female, 2006
1530514021337, Danciu, Claudiu, male, 1975
2790608307972, Sabau, Anca, female, 1997
1580714190386, Mureseanu, Andrei, male, 1978
2850521124906, Neagu, Alexandra, female, 2007
1651022287979, Gruia, Doru, male, 1983
1750920209544, Ionita, Stefan, male, 1994
1920411275161, Medeleanu, Matei, male, 2016
2930322088355, Neagu, Florina, female, 2012
1841214317712, Dragulescu, Cornel, male, 2006
2670411212431, Pacuraru, Adriana, female, 1994
1910911228137, Stanciu, Horia, male, 2009
2571210227252, Hetco, Ioana, female, 1982
2571227216078, Dogaru, Adriana, female, 1982
2641123187480, Voiculescu, Alexandra, female, 1990
1560509132599, Dragulescu, Doru, male, 1976
2820226270022, Pacuraru, Zenobia, female, 2007
1710827287122, Pop, Albert, male, 1994
2800218268841, Filipoaie, Flavia, female, 2003
2570104395354, Nastase, Izabela, female, 1974
1900621063996, Dragulescu, Cornel, male, 2016
2580616145217, Sabau, Izabela, female, 1985
1561128115587, Danciu, Claudiu, male, 1983
2750408353918, Badea, Alexandra, female, 2001
2990913331248, Danciu, Anca, female, 2023
2650801210271, Dogaru, Alexandra, female, 1986
1881122193823, Nicoara, David, male, 2012
2620115232935, Neagu, Andreea, female, 1985
2820822207047, Opris, Ingrid, female, 2006
1660927095111, Dogaru, Horia, male, 1993
1681202254111, Sabau, Vlad, male, 1988
1560808381685, Mureseanu, Andrei, male, 1976
1740707322759, Danciu, Sergiu, male, 1998
1780301350161, Badea, Doru, male, 2001
1860713093935, Badea, Robert, male, 2006
1810924097173, Craciun, Raul, male, 2005
1900701248456, Pacuraru, Andrei, male, 2016
1901109053116, Toderas, Doru, male, 2014
2790717092641, Lazar, Florina, female, 2006
1851014254105, Macovei, Matei, male, 2012
2620930332401, Fulga, Nicoleta, female, 1982
2900901353484, Mureseanu, Flavia, female, 2010
1700210282913, Macovei, Ciprian, male, 1991
1740421146081, Herlea, Ciprian, male, 1996
2990607092766, Baciu, Zenobia, female, 2018
1920718302724, Herlea, David, male, 2018
1530710077818, Sabau, Paul, male, 1977
1670106298241, Nastase, Claudiu, male, 1986
1661118242491, Nastase, Andrei, male, 1993
2831220232828, Macovei, Flavia, female, 2004
1980728094246, Craciun, Matei, male, 2024
1860711148097, Stanciu, Stefan, male, 2004
2880122342848, Munteanu, Andreea, female, 2007
6000107133631, Lazar, Izabela, female, 2017
2760807175754, Grigorescu, Mihaela, female, 1995
2520814069692, Stanciu, Anca, female, 1979
1761127180791, Medeleanu, Horia, male, 2001
1750712180410, Ionita, Codrut, male, 1998
1571122291977, Manole, Sergiu, male, 1984
1630412043356, Opris, David, male, 1987
2730531125041, Neagu, Simina, female, 1998
1930214213684, Neagu, Cornel, male, 2015
1841216238924, Nastase, Robert, male, 2008
2640606314815, Grigorescu, Ada, female, 1986
1990427358183, Lazar, Mihai, male, 2021
2780425292930, Zarnescu, Elena, female, 2003
2680120284247, Ene, Flavia, female, 1991
1900703512039, Stanciu, Ciprian, male, 2017
2590622228793, Hosu, Dora, female, 1986
1960820190826, Mureseanu, Codrut, male, 2020
1661001362482, Dogaru, Vlad, male, 1985
2910731199011, Gruia, Otlia, female, 2015
2991016247805, Pacuraru, Flavia, female, 2021
2710720213233, Grigorescu, Andreea, female, 1994
1830204131948, Pop, Vlad, male, 2003
1561009134007, Toderas, Albert, male, 1982
2940715227975, Danciu, Flavia, female, 2021
2671109261330, Nicoara, Ada, female, 1989
1630406202559, Hosu, Raul, male, 1989
1921112183625, Voiculescu, Albert, male, 2017
1890317056634, Opris, Andrei, male, 2012
2800819088233, Badea, Dora, female, 2000
1730425270684, Mureseanu, Stefan, male, 1994
2991215303520, Neagu, Nicoleta, female, 2019
1931017140695, Nastase, Albert, male, 2020
2801211040545, Neagu, Simina, female, 2004
2580905073259, Medeleanu, Anca, female, 1978
1740823327194, Gruia, Claudiu, male, 1996
1990303280431, Craciun, Ciprian, male, 2018
2780919176590, Sabau, Ioana, female, 1997
1521114362202, Nastase, Horia, male, 1973
2730709513835, Medeleanu, Ioana, female, 1997
2810610185676, Nastase, Alexandra, female, 2002
1761226262072, Ionita, Vlad, male, 1996
1920626299391, Herlea, Sergiu, male, 2013
2620422209008, Hosu, Dora, female, 1988
2890531271951, Grigorescu, Florina, female, 2007
1760430108435, Neagu, Stefan, male, 1997
1930323088858, Danciu, Sergiu, male, 2019
1820425113365, Lazar, Paul, male, 2005
1810407084005, Grigorescu, Albert, male, 2006
1750917353570, Hetco, Claudiu, male, 1994
2750709268735, Nastase, Ioana, female, 2001
1800208285664, Badea, Raul, male, 1998
2610908515846, Toderas, Ada, female, 1986
2771009112266, Nastase, Anda, female, 2002
1531217101757, Gruia, Claudiu, male, 1980
2750422068702, Nastase, Elena, female, 1994
2730321038206, Gruia, Ioana, female, 1993
1950503377712, Badea, Matei, male, 2018
2650703350963, Pop, Otlia, female, 1990
2630515513318, Munteanu, Natalia, female, 1984
2870624397812, Nicoara, Ada, female, 2013
2510616056082, Manole, Andreea, female, 1974
1540617184851, Pacuraru, Horia, male, 1973
1991028199831, Medeleanu, Ciprian, male, 2022
2800118023648, Gruia, Alexandra, female, 2000
2980323248543, Zarnescu, Ioana, female, 2022
2650825118010, Ionita, Ingrid, female, 1985
1990607058725, Craciun, Robert, male, 2024
1590302055585, Stanciu, Doru, male, 1982
1690419271768, Opris, Raul, male, 1993
2980518184971, Dragulescu, Simina, female, 2016
2990513024417, Baciu, Anca, female, 2017
2710524528913, Hosu, Simina, female, 1992
2800208365770, Hetco, Anda, female, 2000
2580602046270, Gruia, Ioana, female, 1982
1670111154256, Baciu, Doru, male, 1991
2590927093557, Nastase, Natalia, female, 1979
2900128056787, Toderas, Florina, female, 2015
1550724101651, Danciu, Raul, male, 1976
1650711365157, Filipoaie, Vlad, male, 1986
2870615261730, Ene, Natalia, female, 2005
2770604512026, Stanciu, Dora, female, 1997
2990923156731, Badea, Flavia, female, 2019
2610404360484, Zarnescu, Maria, female, 1979
1890810010754, Manole, Cornel, male, 2015
1941206141794, Neagu, Paul, male, 2019
2831110231188, Zarnescu, Ingrid, female, 2002
2881024314161, Toderas, Alexandra, female, 2013
1510321034342, Dogaru, David, male, 1971
1660321184076, Pacuraru, Albert, male, 1987
1500323526960, Dogaru, Albert, male, 1975
1910316028586, Ionita, Matei, male, 2012
1970618376927, Baciu, Vlad, male, 2016
1830509294779, Medeleanu, Sergiu, male, 2007
1970625315749, Sabau, Vlad, male, 2017
1670227146601, Fulga, Codrut, male, 1989
1890621029647, Grigorescu, Claudiu, male, 2010
1860606278039, Pacuraru, Stefan, male, 2013
2640309050808, Gliga, Ioana, female, 1990
2851210344637, Filipoaie, Adriana, female, 2006
1780708368625, Ene, Matei, male, 2002
1880526165966, Stanciu, Codrut, male, 2006
2941017115412, Pacuraru, Nicoleta, female, 2021
2540511263450, Fulga, Florina, female, 1978
1600902047313, Herlea, Horia, male, 1983
1571024511800, Baciu, Claudiu, male, 1978
1520215341224, Zarnescu, Albert, male, 1971
1511216367884, Sabau, Albert, male, 1974
2610331078793, Herlea, Anda, female, 1981
1521226013309, Macovei, Horia, male, 1972
1501016141567, Macovei, Matei, male, 1974
1781222055473, Pop, Cosmin, male, 2000
2660228087120, Nastase, Otlia, female, 1986
1761025125470, Ene, Alexandru, male, 1998
2710312252291, Craciun, Alexandra, female, 1994
1780123294677, Pacuraru, Cornel, male, 2004
2670717084624, Nicoara, Dora, female, 1989
